Normal Force (N),Normal Force (N),Normal Force (N),Normal Force (N),Normal Force (N),Normal Force (N),Normal Force (N),Normal Force (N)
0.11,1.06,-0.18,-0.28,331.82,325.52,0.46,1.42
-0.13,0.82,-0.15,-0.06,332.2,325.15,0.72,1.8
0.01,0.09,-0.24,-0.3,332.77,325.58,0.69,1.53
0,0.96,0.14,0.3,333.46,325.99,0.62,1.5
0.2,0.82,-0.18,0.13,334.25,324.96,0.32,1.75
-0.02,1.12,0.01,0.18,335.21,324.88,0.26,2.05
0.19,0.76,-0.1,0.43,335.26,325.13,0.16,2.13
-0.2,0.95,-0.07,0.4,335.1,325.13,-0.26,2.51
0.6,0.71,-0.13,-0.42,335.13,325.22,0.16,2.16
0.36,0.68,-0.34,0.19,335.61,325.17,0.28,2.21
0.05,0.55,0.01,0.26,334.99,325.52,0.33,2.21
-0.1,1.44,-0.37,-0.45,334.99,325.19,0.04,1.42
-0.01,1.11,-0.29,-0.42,334.86,325.22,0.29,0.69
-0.34,0.84,-0.23,0.15,334.99,325.09,0.63,0.61
0.33,0.62,-0.42,0.42,334.48,325,0.66,0.5
-0.15,1.36,-0.11,0.26,334.16,325.14,0.85,-0.12
0.06,0.9,-0.34,-0.09,333.57,325.22,0.66,-0.05
0.12,1.36,-0.62,0.26,334.38,325.76,0.55,0.43
-0.13,0.87,-0.31,-0.09,334.11,325.02,0.74,0.73
-0.07,0.67,-0.12,0.04,333.88,325.43,0.16,0.25
-0.18,0.86,-0.69,0.07,334.14,325.68,0.26,0.3
-0.24,1.13,-0.59,0.37,334.44,325.57,0.12,0.22
-0.1,0.65,-0.55,-0.1,334.12,326.27,0.09,0.56
0.17,0.92,-0.26,0.75,334.87,325.38,-0.62,-0.44
0.03,0.83,-0.61,0.04,334.47,325.65,-0.08,0.07
-0.18,0.56,-0.03,0.23,334.33,325.52,-0.13,-0.44
-0.1,0.53,-0.45,0.2,334.53,326.35,-0.26,0.18
0.36,0.59,-0.38,0.55,334.32,325.84,-0.06,0.34
0,1.05,-0.21,-0.07,334.07,326.14,-0.23,0.03
-0.37,1.03,-0.5,0.25,333.62,326.79,-0.16,0.55
0.11,0.54,-0.25,-0.39,333.65,326.62,-0.46,0.36
-0.16,0.59,0.13,0.37,333.44,327.05,0.35,0.68
0.03,1.13,-0.35,0.42,334.12,326.92,0.24,0.9
-0.39,0.67,-0.13,0.61,333.77,326.64,0.21,1.85
-0.35,0.94,-0.1,-0.07,334.01,327.24,-0.13,1.44
0.06,0.81,0.03,0.01,333.83,327.46,-0.27,2.36
-0.05,0.61,-0.27,0.36,334.4,327.64,-0.46,2.72
-9.25E-04,0.53,-0.24,0.42,334.56,328.11,-0.7,2.45
-0.05,0.95,-0.16,0.42,334.48,327.43,-0.11,2.99
0.17,0.96,0.4,0.31,334.99,328.21,-0.71,2.25
-0.26,0.72,-0.29,0.2,335.65,328.73,-0.42,2.74
0.57,0.77,-0.27,-0.13,335.75,328.51,-0.35,2.68
0.06,0.5,-0.38,0.06,336.11,330.01,0.34,2.77
-0.05,0.88,-0.35,0.17,336.61,329.6,0.02,2.74
-0.11,0.66,-1.74,0.39,337.15,329.77,-0.11,2.3
0.46,0.63,-3.11,0.17,336.57,330.17,-0.28,2.23
-0.22,1.26,-5.82,-0.1,336.81,330.58,-0.39,2.41
-0.05,0.85,-8.12,0.36,337.64,331.42,-0.51,2.36
-0.42,0.6,-8.08,0.58,337.65,331.28,-0.16,1.95
0.27,0.6,-5.6,-0.18,337.89,331.69,-0.13,2.17
-0.11,0.66,-2.03,-0.22,337.76,332.09,-0.45,2.28
0.17,1.26,1.76,0.12,338.23,332.82,-0.68,2.36
0.11,0.83,1.75,0.44,338.11,332.86,-0.35,2.31
0.16,0.99,-0.55,0.37,338.58,333.31,-0.49,2.18
0.19,0.91,-4.69,0.19,338.5,333.99,-0.93,1.99
0.08,1.31,-5.83,-0.8,339.1,334.19,-0.71,1.85
0.11,1.18,-2.72,-1.19,339.65,334.24,-0.79,1.52
0.08,1.15,1.38,-0.62,340.36,334.59,-0.34,1.71
0.22,0.71,4.85,0.88,340.9,334.97,-0.18,1.11
0.35,0.98,6.82,2.11,341.27,335.9,-0.65,1.68
0.43,1.5,7.45,2.39,342.11,335.76,-0.48,1.65
-0.11,1.18,7.37,1.85,342.62,337.12,-0.63,1.57
0.09,0.63,7.44,1.75,342.86,336.77,-0.81,1.87
-0.26,0.62,6.62,1.14,343.45,337.31,-0.71,1.79
-0.06,0.93,4.95,0.99,343.34,337.48,-0.74,1.79
-0.14,0.93,3.53,1.12,344.21,337.89,-0.99,1.92
0.32,1.04,2.66,1.39,344.58,338.52,-0.7,1.49
-0.19,0.88,3.44,1.71,344.63,338.82,-0.43,1.79
-0.16,0.5,3.83,1.28,344.89,338.93,-0.97,2.11
0,0.9,3.56,0.51,345.56,339.31,-0.44,1.76
0.05,0.8,1.53,-1.12,346.25,340.02,-0.29,1.51
0.32,0.63,-0.58,-1.94,346.12,339.96,0.06,1.27
-0.08,0.74,-2.38,-2.76,345.8,340.08,-0.11,1.38
0.03,0.71,-2.81,-2.24,346.88,340.98,-0.35,1.21
-0.04,0.8,-2.39,-2.33,346.92,341.3,-0.44,0.56
0.08,0.47,-2.27,-2.01,347.14,341.71,-0.45,0.96
-0.06,0.99,-2.17,-2.32,347.58,342.45,-0.45,0.86
0.12,0.6,-2.29,-2.01,348.14,343.03,-0.44,0.85
-0.24,0.77,-3.11,-1.93,348.86,342.91,-0.77,0.56
-0.16,0.63,-4.04,-1.76,348.57,344.06,-0.4,1.23
-0.03,0.39,-4.44,-1.43,349.33,344.14,0.16,0.99
0.24,0.58,-4.6,-0.67,349.07,344.58,-0.05,0.85
0.13,1.28,-4.16,-0.81,349.45,345.15,-0.43,0.77
0.1,0.55,-4.25,0.3,349.67,345.65,-0.11,0.85
0.05,0.9,-3.56,0.44,349.45,346.18,-0.55,0.57
0.27,0.52,-2.23,0.93,349.97,346.51,-0.21,1.04
0.29,0.82,-2.51,1.28,349.86,346.84,-0.48,0.41
-0.38,0.87,-1.92,1.2,350.05,347.17,-0.3,0.82
0.64,0.74,-0.94,1.01,350.13,347.71,-0.27,1.2
0.03,0.85,-0.59,0.73,350.13,348.07,-0.87,0.73
-0.06,0.55,-0.96,-0.01,349.81,348.23,-0.79,1.27
-0.17,0.14,-0.39,0.03,349.75,348.29,-0.85,1.23
0.42,0.68,-0.37,0.61,350,348.81,-0.98,1.03
0.26,0.28,-0.34,0.56,350.34,348.79,-0.72,1.82
-0.09,0.57,0.08,1.29,349.91,349.57,-0.71,2.06
0.04,0.79,-0.17,1.21,350.56,349.63,-0.85,1.84
-0.19,0.22,0.51,1.32,350.2,350.04,-0.54,2.06
0.24,0.28,0.27,1.32,350.45,349.8,-0.97,2.11
-0.09,0.25,0.87,1.57,350.42,349.69,-1.02,1.54
-0.46,0.9,0.34,1.52,350.77,350.62,-1.27,2.09
0.32,0.5,0.16,1.99,350.84,349.55,-1.37,2.08
0.37,0.47,0.26,1.94,351.05,350.13,-0.95,1.78
-0.09,0.6,0.35,1.44,350.91,350.37,-0.82,1.89
-0.19,1.04,0.8,1.85,350.37,350.54,-0.66,1.54
-0.02,0.39,0.37,1.66,350.72,350.87,-0.55,1.24
0.08,0.6,-0.04,1.39,350.57,350.62,-0.42,1.4
0.05,0.77,0.07,1.39,350.22,350.82,-0.48,0.86
-0.23,0.62,-0.31,1.04,350.08,350.71,-0.64,1.53
0.15,0.44,-0.23,1.1,349.91,351.03,-0.37,1.04
-0.21,1.03,-0.13,0.56,349.94,350.55,-0.4,1.64
-0.41,0.57,-0.15,0.32,349.9,350.28,0.03,1.54
-0.17,0.55,-0.51,0.41,349.82,351.04,-0.46,1.59
-0.13,0.33,-0.1,0.74,349.87,350.47,-0.33,1.2
-0.01,0.43,-0.51,0.47,349.5,350.77,-0.09,1.37
-0.03,0.38,-0.65,0.69,349.57,351.04,0.07,1.34
-0.06,0.33,0.24,1.48,349.49,350.39,0.26,1.26
0.05,0.63,0.7,0.7,349.31,350.01,0.55,1.53
-0.25,0.38,0.87,1.14,349.2,350.28,0.66,1.56
0.04,0.22,1.95,0.36,349.16,349.9,0.01,1.55
-0.27,0.22,2.17,0.66,348.85,350.39,0.2,1.69
0.15,0.82,1.82,0.45,348.7,349.74,-0.02,1.42
-0.39,0.27,1.78,0.51,348.51,349.93,0.58,1.6
0.15,-0.03,1.46,0.32,348.05,349.49,0.06,1.38
-0.33,0.54,1.49,0.32,347.73,348.9,-0.21,1.39
-0.55,0.57,0.99,0.46,347.93,349.23,0.57,1.66
-1.22,0.51,0.52,0.49,347.82,348.68,-0.3,1.2
-0.58,0.35,0.06,0.39,346.99,348,0.14,2.04
0.1,0.84,-0.62,0.14,346.79,347.78,-0.03,1.27
-0.07,1.03,-0.94,-0.16,346.56,347.32,0.2,1.33
-0.31,0.41,-1.97,0.5,346.34,346.89,0.4,2.06
0.56,0.46,-2.27,0.41,345.99,346.42,-0.03,1.19
-0.42,0.49,-2.65,0.04,345.91,345.72,-0.4,0.98
-0.03,0.24,-2.52,0.34,345.76,345.53,-0.51,0.57
-0.22,0.65,-2.51,0.77,345.67,345.34,0.12,1.24
0.08,0.11,-1.91,0.45,345.2,343.87,-0.79,1.38
-0.04,0.52,-1.16,0.91,345.15,343.9,-0.99,0.48
0.25,0.44,-1.2,0.29,344.93,343.64,-1.51,1
0.07,0.81,-0.96,0.64,344.31,342.65,-1.51,0.92
0.55,0.7,-0.59,1,344.6,342.49,-1.42,0.66
0.42,0.56,-1.34,1.24,344.58,342.13,-1.2,0.83
-0.44,0.89,-1.26,1.52,344.01,341.89,-1.42,0.91
0.21,0.24,-1,1.72,344.31,341.79,-1.23,0.77
0.7,0.81,-0.68,1.55,344.05,341.31,-1.2,0.99
-0.01,0.4,-0.32,1.67,343.84,340.99,-1.02,0.8
0.32,1.3,-0.25,2.02,343.85,340.88,-1.04,0.8
0.21,0.62,-0.52,1.68,343.89,340.47,-0.97,1.26
0.59,1.02,-0.35,2.44,344.35,340.61,-0.48,1.34
0.23,0.62,-0.2,1.76,344.05,339.82,-0.34,0.9
0.4,1.22,1.2,2.36,343.22,340.14,-0.35,1.61
0.26,0.59,0.7,2.31,343.44,339.17,-0.16,1.15
0.18,0.76,1.28,2.07,343.46,339.21,-6.18E-04,1.42
0.48,0.51,1.61,2.94,343.06,338.75,0.35,1.83
0.25,1.19,2.12,2.83,343.2,338.64,-0.14,1.4
0.34,0.59,1.74,2.21,343.33,338.67,0.43,2.08
0.15,0.94,1.98,2.02,343.31,338.62,0.83,2.21
-0.38,0.7,1.79,2.08,342.98,338.48,0.78,1.75
-0.23,0.89,1.34,1.98,342.8,337.71,1.11,1.43
-0.81,0.7,0.96,2.2,343.23,337.62,0.7,1.53
0.17,0.29,0.91,2.3,343.36,337.78,1.03,1.56
-0.18,0.64,0.34,1.9,343.28,337.73,1.05,1.97
-0.2,0.89,-0.19,2.04,343.68,337.24,0.91,1.59
-0.3,0.92,-0.68,2.42,343.42,336.97,0.75,1.42
-0.09,0.88,-1.3,2.42,343.34,336.34,0.51,0.96
-0.2,0.56,-1.35,2.43,343.07,336.39,0.7,1.1
-0.49,0.75,-0.8,1.92,343.31,336.28,0.41,0.72
-0.11,0.7,-1.12,1.89,343.53,335.93,0.49,0.66
0.31,0.68,-0.77,2,343.26,336.03,-0.1,0.52
-0.36,0.86,-1.32,1.76,343.51,335.81,-0.43,0.55
-0.25,0.76,-1.05,1.76,343.53,335.7,-0.05,1.17
-0.01,0.3,-1.19,2.09,343.74,335.22,-0.16,0.77
0.28,0.89,-0.97,1.63,343.93,335.21,-0.25,0.93
-0.36,0.81,-1.07,2.31,344.03,335.24,-0.7,0.3
0.01,0.97,-1.29,2.15,344.11,335.48,-0.64,0.44
-0.04,0.68,-1.2,1.83,344.28,335.4,-0.4,0.9
0.06,0.54,-1.14,1.5,344.35,335.34,-0.37,0.66
-0.24,1.19,-1.03,2.02,344.85,335.31,-0.59,0.76
0.26,0.92,-0.87,2.19,344.52,334.99,-0.54,0.95
0.1,0.46,-1.03,1.42,344.97,334.82,-0.58,1.43
0.1,0.93,-0.35,2.38,344.62,335.01,-0.42,1.19
0.2,0.14,-0.3,1.46,344.08,335.53,-0.34,1.01
0.18,0.43,-0.23,1.95,344.37,334.93,-0.61,1.03
0.02,0.97,0.35,2.47,344.76,335.28,-0.82,1
0.29,0.19,0.65,2.5,344.76,334.93,-0.3,1.35
0.16,0.81,0.59,2.78,344.84,335.2,-0.28,1.7
-0.03,0.62,0.71,2.21,345.26,335.34,-0.18,1.71
-0.09,0.46,0.84,2.4,344.46,335.69,-0.19,1.3
-0.17,1.01,0.6,2.21,344.65,335.66,-0.55,1.35
0.35,0.95,0.3,2.3,344.8,336.1,-0.33,1.06
0.26,0.76,0.65,2.36,344.43,335.82,0.38,1.49
-0.22,0.65,0.17,2.3,344.91,336.28,0.02,1.03
-0.19,0.49,-0.39,2.47,344.87,335.96,-0.12,1.73
-0.17,0.62,-0.12,2.08,344.96,336.56,0.24,1.38
-0.12,0.43,-0.47,1.57,345.03,336.75,0.16,1.22
0.21,0.14,-0.18,1.74,345.22,337.05,0.08,1.27
0.58,0.93,-0.72,1.69,345.55,336.94,-0.13,0.86
0.37,0.3,-0.65,1.8,345.7,337.56,0.35,1.22
0.34,0.62,-1.13,2.25,345.46,337.35,0.01,1.02
0.64,0.89,-0.32,2.07,345.38,338,-0.14,1.11
-0.24,0.29,-0.22,2.07,346.05,338.05,-0.18,0.56
-0.3,0.16,-0.58,1.56,345.85,338.48,0.27,0.6
0.37,0.95,-0.49,1.67,346.17,338.51,0.35,1.08
0.34,0.46,-0.89,1.59,346.44,338.46,-0.27,0.84
-0.12,0.59,-0.39,1.66,346.43,338.95,-0.13,1.06
-0.07,0.97,-0.95,1.88,346.27,339.44,-0.1,0.57
0.18,0.32,-0.76,2.05,346.41,339.52,-0.4,1.22
0.1,1.02,-0.74,2.07,346.45,339.14,-0.43,0.56
-0.17,0.26,-0.36,1.44,346.81,339.52,-0.1,0.68
-0.06,0.73,-0.98,2.1,346.94,339.99,-0.59,0.84
0.18,0.35,-1.1,2.1,347.49,339.94,-0.66,0.99
-0.1,0.65,-0.46,1.75,347.9,340.04,-0.18,1.08
0.53,1,-0.39,1.71,347.82,340.45,-0.29,0.92
-0.01,0.32,-0.52,1.88,348.33,341.02,-0.31,1.22
-0.2,0.38,-0.79,2.07,348.86,340.69,-0.48,0.73
-0.31,0.29,-0.21,2.05,348.54,341.15,-0.55,1.02
-0.01,0.8,-0.2,2.51,348.81,341.13,-0.18,1.14
-0.36,0.37,-0.11,1.91,348.99,341.84,-0.87,1.03
-0.23,0.43,0.24,1.77,348.8,341.86,-0.96,0.7
-0.26,0.01,-0.47,2.53,348.98,341.57,-0.82,0.81
0.06,0.26,0.02,2.02,349.14,342.41,-0.63,1.05
-0.12,0.51,0.08,2.4,349.76,342.28,-0.03,1.13
-0.5,0.75,-0.35,2.95,350.05,342.74,0.09,1.16
-0.42,0.02,-0.22,2.94,349.81,342.47,-0.54,0.69
-0.02,0.32,-0.16,2.37,349.52,342.88,0.15,1.27
-0.42,0.46,-0.09,2.7,350.1,342.88,-0.52,1.13
-0.37,-0.07,-0.35,2.4,350.21,343.83,-0.44,1.15
-0.29,0.8,0.03,2.45,350.83,343.43,-0.19,1.02
-0.18,0.2,-0.13,2.37,350.34,343.46,-0.49,0.94
-0.11,0.34,-0.3,2.19,350.77,343.7,-0.09,1.13
0.15,0.56,-0.73,2.7,351.14,343.57,-0.47,0.99
-0.19,0.31,-0.35,2.59,351.06,343.89,-0.33,0.94
0.25,0.64,0.28,2.59,351.47,343.79,-0.35,0.94
0.01,0.5,-0.65,2.46,351.33,344.33,-0.3,1.07
0.04,0.45,-0.38,2.32,351.78,344.39,-0.71,0.56
0.52,0.45,-0.27,2.95,351.7,344.59,-0.25,0.91
-0.34,0.45,-0.2,2.43,351.68,344.53,0.02,1
-0.13,0.5,-0.06,2.46,351.98,345.08,-0.31,0.75
0.04,0.47,-0.2,2.16,352.6,344.98,-0.44,0.53
-0.36,0.28,-0.47,2.7,352.56,345.17,-0.44,0.99
-0.38,0.31,-0.52,2.97,352.91,345.65,-0.41,0.5
0,0.26,-0.5,2.52,353.24,345.31,-0.38,1.18
-0.16,0.34,-0.36,2.49,353.15,345.61,-0.58,1.37
-0.28,0.5,-0.28,2.41,353.24,346.18,-0.01,0.48
-0.17,0.63,-0.44,2.43,353.35,346.15,-0.54,1.02
0.19,0.33,-0.33,2.65,353.38,346.46,0,0.74
0.11,0.36,-0.25,2.89,353.89,346.89,-0.16,0.88
-0.13,0.3,-0.78,2.54,353.81,347.02,-0.94,1.04
-0.35,0.58,-0.41,2.73,353.82,346.95,-0.48,0.97
0.33,0.71,-0.27,2.18,353.79,347.74,-0.51,1.29
0.25,0.03,-0.08,2.51,353.92,347.63,-0.29,0.99
-0.16,0.35,-0.62,1.91,354.03,347.88,-0.13,0.42
-0.48,0.58,-0.58,2.4,354.01,348.07,-0.59,0.37
0.06,0.79,-0.29,1.94,353.62,348.4,-0.73,1.16
0.43,0.55,-0.44,1.94,353.5,348.27,-0.88,0.99
-0.21,0.41,-0.38,2.51,353.8,348.56,-0.7,0.37
0.17,0.38,-0.54,1.81,353.78,348.56,-0.8,0.64
-0.45,0.71,-0.14,2.49,353.91,348.51,-0.41,0.45
-0.19,0.25,0.35,2.22,353.62,348.61,-0.67,0.56
0.14,-0.02,-0.05,1.85,353.16,349.11,-0.73,0.91
-0.16,0.38,-0.27,2.26,353.44,349.08,-0.67,1.01
-0.38,0.19,-0.19,2.29,353.18,349.43,-0.61,1.29
0.27,0.35,-0.32,2.4,352.45,349.19,-0.08,1.24
-0.05,0.43,0.12,2.19,352.99,349.05,-0.49,0.94
0.13,0.65,-0.64,2.54,352.65,349.16,0.02,1.24
-0.08,0.49,-0.11,2.24,351.89,348.89,0.26,0.99
0.03,0.46,-0.02,1.86,351.87,348.79,-0.27,1.15
0.18,0.46,-0.46,1.99,351.79,348.78,-0.22,1.48
-0.35,0.62,0.27,2.16,351.69,349.13,-0.2,1.07
-0.26,0.78,0.38,2.32,351.55,348.64,0.08,0.83
0.09,0.67,0.08,2.05,350.75,348.24,-0.47,0.74
0.06,0.56,0.41,1.81,350.78,348.21,8.84E-04,0.99
-0.35,0.68,0.16,1.89,350.22,348.1,0.05,1.1
-0.32,0.49,-0.51,2.48,350.2,348.15,-0.33,0.71
0,0.46,-0.33,1.89,350.04,347.96,-0.03,0.52
-0.14,0.6,-0.48,2.02,349.46,347.89,-0.21,0.77
-0.51,0.51,-0.59,2.13,349.21,346.96,-0.55,0.93
-0.38,0.57,-0.38,2.24,348.78,346.88,-0.08,0.5
0.03,0.02,-0.06,1.69,348.36,346.46,-0.01,1.2
0.19,0.37,-0.19,2.02,348.15,346.17,-0.81,0.71
0.03,0.83,-0.09,1.99,348.12,345.81,-0.2,0.3
0.84,0.51,-0.43,2.2,347.05,345.68,-0.33,0.41
0.08,0.32,-0.17,1.91,346.72,345.35,-0.08,0.63
-0.16,0.19,-0.46,1.88,346.39,344.83,-0.17,0.55
-0.43,0.34,-0.5,2.1,346.55,344.92,-0.42,0.42
-0.13,0.32,-0.26,2.1,345.68,344.8,-0.22,0.98
-0.06,0.68,-0.3,1.83,345.91,343.85,-0.36,0.5
-0.32,0.32,-0.46,1.42,345.5,343.88,-0.38,0.79
0.16,-0.11,-0.28,2.13,344.97,343.52,-0.09,0.58
-0.35,0.27,-1.01,1.67,344.41,342.81,-0.68,0.55
0.02,0.6,-0.74,1.44,344.14,342.62,-0.31,0.54
-0.16,0.87,-0.43,2.1,343.77,342.43,-0.31,1.03
-0.22,0.64,-0.35,2.27,343.53,342.3,-0.45,0.89
-0.03,0.45,-0.78,2.02,342.96,342.24,-0.09,1.25
0.21,0.57,-0.22,2.21,342.99,341.48,-0.31,0.79
-0.11,0.41,-0.48,2,342.05,341.12,0.39,1.28
-0.19,0.6,-0.35,2.24,342.08,340.96,-0.2,1.09
0.22,0.24,-0.25,1.97,341.28,340.77,-0.36,1.22
0.24,0.51,-0.56,2.51,341.43,341.04,0.03,1.25
0.21,0.08,-0.49,1.91,340.97,340.98,-0.53,0.76
-0.06,0.21,-0.48,2.22,340.85,340.98,-0.07,0.46
0.11,0.45,-0.14,1.86,340.92,340.23,-0.58,0.68
0.35,0.48,-0.44,1.7,340.73,340.17,-0.12,0.3
-0.35,-0.01,0.03,1.83,340.23,340.66,0.12,0.55
0.1,0.02,-0.14,1.94,340.07,340.39,-0.1,1.11
0.4,0.46,-0.33,1.83,339.83,340.58,-0.27,1.19
0.3,0.13,-0.19,2.02,339.62,340.79,-0.29,0.36
0.48,0.19,-0.17,2.05,339.56,340.58,-0.02,0.71
0.03,0.38,-0.46,1.78,339.24,341.11,-0.4,0.62
-0.11,0.32,-0.73,2.26,338.96,340.98,-0.24,0.79
0.4,0.46,-0.45,2.18,339.16,340.98,-0.45,0.58
0.14,0.65,-0.17,2.12,338.7,341.44,-0.18,1.03
-0.08,0.37,-0.5,2.35,338.72,342.01,-0.13,0.65
0.48,0.75,-0.36,2,338.96,342.31,-0.32,0.84
0.26,0.19,-0.64,1.94,338.58,342.14,0.11,0.54
0.13,0.34,-0.28,2.16,338.96,341.87,-0.05,0.93
0.1,0.32,-0.17,1.88,338.93,342.2,-0.51,0.57
0.11,0.13,-0.36,1.66,339.25,342.39,0,0.9
0.31,0.7,-0.3,1.91,338.73,342.3,-0.22,0.82
0.45,0.35,-0.14,1.71,339.03,343.07,-0.74,0.55
-0.12,0.34,0.05,2.1,339.25,343.34,-0.24,0.9
0.18,-0.22,0.45,2.29,338.98,343.55,-0.59,0.82
0.45,0.4,-0.06,2.18,339.54,343.28,-0.27,0.95
0.12,0.57,-0.1,1.85,339.8,343.58,-0.32,0.93
0.23,0.46,0.25,2.18,339.91,343.82,-0.38,1.06
-0.11,0.43,0.16,2.21,339.7,344.23,-0.16,0.79
0.29,0.4,0.09,2.29,340.27,344.32,-0.41,0.55
0.15,0.84,0.08,2.57,339.64,344.13,-0.38,1.44
0.5,0.24,-0.45,2.7,339.85,344.72,-0.41,0.74
0.19,0.02,0.03,2.51,340.15,344.59,-0.35,1.36
0.08,0.21,-0.29,2.54,340.13,344.86,-0.14,0.93
0.38,0.1,-0.31,2.4,339.86,345.46,-0.19,1.5
0.61,0.24,0.27,2.23,339.8,345.08,-0.45,0.74
0.13,0.53,-0.15,2.16,339.95,345.38,0.16,1.26
-0.55,0.43,-0.34,1.64,340.34,345.75,-0.14,1.09
-0.33,0.7,-0.28,2.21,340.38,345.29,-0.32,0.93
-0.01,0.51,-0.13,1.91,340.59,345.54,0.13,1.34
0.15,0.51,-0.27,1.97,340.76,346.24,-0.38,1.31
0.2,0.46,-0.61,2.23,340.7,346.34,-0.59,0.74
-0.06,0.62,-0.46,1.66,340.83,346.41,0.13,0.99
0.64,1.16,-0.11,1.99,340.73,346.41,-0.03,0.9
0.45,0.4,-0.81,1.66,340.91,346.19,-0.41,0.66
0.21,0.86,-0.6,2.1,340.46,346.95,-0.47,0.96
0.28,0.72,-0.67,1.47,340.77,346.21,-0.62,1.12
0.53,0.53,-0.62,1.34,340.92,346.24,-0.25,0.5
0.36,0.51,-0.69,1.58,340.94,346.13,-0.49,0.63
0.64,0.51,-0.98,1.5,340.94,346.51,-0.36,0.82
0.71,0.59,-0.73,1.61,340.72,346.46,-0.11,0.94
0.21,0.29,-0.84,1.66,341.13,346.87,-0.61,1.12
0.28,0.62,-0.55,1.66,340.75,346.38,-0.55,0.82
0.07,0.34,-1.4,1.09,341.05,347.3,-0.38,1.47
-0.25,0.99,-0.51,1.28,341.19,346.95,-0.39,0.72
-0.05,0.15,-0.54,1.53,341.15,346.7,-0.45,1.26
-0.05,0.15,-0.22,1.47,340.75,346.97,-0.66,0.67
-0.22,0.2,-0.05,1.47,340.67,347.04,-0.15,0.86
-0.53,0.56,-0.09,1.66,340.91,347.3,-0.44,1.02
0.47,0.42,-0.5,1.72,340.78,347.17,-0.5,0.86
0.01,0.29,-0.5,1.61,340.58,346.93,-0.53,0.96
0.25,0.34,0.03,1.59,340.56,347.44,-0.61,1.16
-0.13,0.23,-0.19,1.69,340.07,348.04,0.24,0.56
-0.18,-0.01,0.22,1.99,340.44,347.53,-0.53,0.86
-0.15,0.34,-0.03,1.91,340.13,347.47,0.09,0.53
0.33,0.88,-0.61,1.49,340.18,347.39,-0.77,1.21
-0.04,-0.04,-0.14,1.53,339.7,347.99,-0.37,0.45
0.34,0.39,0.05,1.72,339.88,348.18,-0.39,0.81
0.2,0.55,-0.16,1.72,339.42,348.16,-0.39,1.08
0.49,0.42,-0.24,1.72,339.08,348.48,-0.48,0.4
0.14,0.31,-0.2,1.59,339.4,348.95,-0.53,1.05
0.08,0.66,-0.16,1.88,339.4,349.2,-0.53,0.46
0.09,0.28,-0.32,1.77,338.92,349.06,-0.24,1.22
0.14,0.52,-0.4,1.72,338.68,349.33,-0.4,1
-0.18,0.15,-0.33,1.96,338.92,349.55,-0.4,0.76
0.11,0.14,-0.3,1.45,338.41,349.6,-0.49,0.84
0.37,0.01,-0.57,2.07,338.47,349.53,-0.02,0.45
-0.3,-0.02,-0.73,2.02,338.47,350.31,-0.38,0.67
0.84,0.12,-0.76,2.15,337.63,350.42,-0.52,0.45
0.34,0.15,-0.74,2.67,338.66,350.47,-0.59,0.75
-0.1,0.39,-0.57,1.94,338.15,350.67,-0.11,0.53
0.35,0.01,-0.48,1.97,338.53,351.24,-0.03,1.33
-0.01,0.47,-0.98,1.96,337.83,351.59,-0.02,0.94
0.16,0.5,-0.82,2.18,337.35,351.92,-0.79,1.02
0.27,0.69,-1.34,2.56,337.8,351.46,-0.54,0.32
-0.03,0.09,-0.69,1.97,337.18,352.19,-0.18,1
0.08,0.31,-0.5,1.97,337.43,352.82,-0.39,0.94
0.4,0.57,-1.09,2.07,337.29,352.95,-0.36,0.89
0.02,0.03,-0.75,2.4,337.14,352.9,-0.44,0.56
-0.09,-0.24,-0.6,2.02,337.22,353.17,-0.52,1.17
-0.2,0.33,-0.55,2.51,337.35,353.25,-0.44,0.83
0.29,0.16,-0.65,2.32,337.17,353.4,-0.74,0.23
0.32,-0.05,-0.63,2.73,336.38,352.85,-0.09,0.73
-0.11,0.11,-0.56,2.7,337.06,353.36,0.1,0.65
0.18,0,-0.38,2.33,336.95,353.15,0.01,0.75
-0.04,0.17,-0.44,2.54,336.71,353.28,-0.52,0.81
-0.23,0.25,-0.21,2.9,337.19,353.12,-0.39,1.02
-0.12,0.16,0.02,2.81,336.47,353.15,-0.79,0.73
-0.23,0.01,0.16,2.76,337.15,353.34,-0.41,0.56
-0.03,-0.38,0.25,2.65,336.64,353.31,0.14,1.02
0.89,0.08,-0.08,2.95,336.69,353.15,-0.58,0.48
4.94,0.19,-0.14,2.93,336.42,353.07,0.17,0.72
10.19,0.08,0.21,2.63,336.69,352.71,-0.07,1.16
14.66,0.94,-0.05,2.96,336.66,353.41,-0.26,1.02
18.39,-0.33,-5.19E-04,2.65,337.05,352.71,-0.47,1.05
19.18,-0.11,0.13,3.33,336.59,353.04,-0.09,1.1
19.37,-0.27,-0.39,2.24,337.07,352.74,0.06,1.02
17.63,-0.57,0.27,2.4,337.23,352.13,-0.1,0.75
16.69,0.21,-0.19,2.73,337.59,352.55,-0.03,1.21
16.69,0.49,-0.32,2.38,337.01,352.62,-0.23,1.42
18.35,0.95,0.02,3.05,337.38,352.08,-0.09,1.07
21.13,1.87,-0.79,2.38,336.89,352.33,-0.05,1.07
24.3,2.06,-0.44,2.52,336.93,351.78,-0.23,1.32
24.88,0.7,-0.49,2.97,337.54,350.91,-0.08,1.37
